NM_VOTAVEL,DS_CARGO,NM_MUNICIPIO,Total_Votos
MARCIO DENER CORAN,DEPUTADO ESTADUAL,109,5152
MARCIO DONIZETE CRUZ SILVA,DEPUTADO ESTADUAL,31,344
MARCIO DOS SANTOS RODRIGUES,DEPUTADO ESTADUAL,48,698
MARCIO JOSE DA SILVA,DEPUTADO ESTADUAL,31,287
MARCIO JUNIOR BRIANES,DEPUTADO ESTADUAL,47,2423
MARCIO LUIZ ALVINO DE SOUZA,DEPUTADO FEDERAL,479,121099
MARCIO LUIZ FRANÇA GOMES,GOVERNADOR,645,3808858
MARCIO MASSAMI NAKACHIMA,DEPUTADO ESTADUAL,565,33852
MARCIO MOREIRA DE SOUZA,DEPUTADO ESTADUAL,35,558
MARCIO NEVES RABELO,DEPUTADO FEDERAL,24,401
MARCIO PASCHOAL GIUDICIO,DEPUTADO ESTADUAL,205,39390
MARCIO POCHMANN,DEPUTADO FEDERAL,389,46621
MARCIO SOUZA RIBEIRO,DEPUTADO ESTADUAL,8,123
MARCIO TADEU ANHAIA DE LEMOS,DEPUTADO FEDERAL,621,85760
MARCIO TOMAZELA,DEPUTADO FEDERAL,130,2694
MARCIO VITAL,DEPUTADO ESTADUAL,23,515
MARCIO XAVIER DA SILVA,DEPUTADO ESTADUAL,29,925
MARCIONILIO CAMARGO DOS SANTOS,DEPUTADO FEDERAL,42,306
MARCO ANTONIO BITTENCOURT NOGUEIRA COBRA,DEPUTADO ESTADUAL,190,3392
MARCO ANTONIO CASALE,DEPUTADO ESTADUAL,394,11728
MARCO ANTONIO CORACINI,DEPUTADO FEDERAL,38,136
MARCO ANTONIO DA FONSECA BICHEIRO,DEPUTADO ESTADUAL,100,3840
MARCO ANTONIO DA SILVA EVARISTO,DEPUTADO ESTADUAL,5,11
MARCO ANTONIO DE ANDRADE,DEPUTADO FEDERAL,23,139
MARCO ANTONIO DE SOUZA PINTO,DEPUTADO FEDERAL,175,4001
MARCO ANTONIO FELICIANO,DEPUTADO FEDERAL,639,210342
MARCO ANTONIO MAURO PORTELLA,DEPUTADO ESTADUAL,147,1958
MARCO ANTONIO NOTARI,DEPUTADO FEDERAL,54,172
MARCO ANTONIO RIBEIRO FEITOSA,DEPUTADO ESTADUAL,328,7664
MARCO ANTONIO SANTOS,DEPUTADO FEDERAL,44,456
MARCO ANTONIO SCARASATI VINHOLI,DEPUTADO ESTADUAL,397,49315
MARCO ANTONIO SILVA,DEPUTADO ESTADUAL,53,489
MARCO ANTONIO ZITO ALVARENGA,DEPUTADO ESTADUAL,79,1221
MARCO AURELIO BERTAIOLLI,DEPUTADO FEDERAL,398,121200
MARCO AURELIO UBIALI,DEPUTADO FEDERAL,379,26983
MARCO AURÉLIO PEGOLO DOS SANTOS,DEPUTADO ESTADUAL,131,6697
MARCO AURÉLIO PILLA SOUZA,DEPUTADO FEDERAL,335,12376
MARCO CESAR DE ARRUDA,DEPUTADO FEDERAL,41,324
MARCO TSUYAMA CARDOSO,DEPUTADO ESTADUAL,49,466
MARCONE MENDES E SILVA,DEPUTADO FEDERAL,26,272
MARCOS ALEXANDRE DO NASCIMENTO ZOGNO,DEPUTADO ESTADUAL,83,550
MARCOS ANDRE SANTOS MESSIAS,DEPUTADO ESTADUAL,19,76
MARCOS ANDRÉ PAPA,DEPUTADO FEDERAL,268,20718
MARCOS ANTONIO COSTA,DEPUTADO ESTADUAL,15,325
MARCOS ANTONIO DA CUNHA,DEPUTADO ESTADUAL,5,38
MARCOS ANTONIO DE ALMEIDA RIBEIRO,DEPUTADO FEDERAL,239,2524
MARCOS ANTONIO GONÇALVES,DEPUTADO FEDERAL,54,405
MARCOS ANTONIO HENRIQUE DE SOUZA,DEPUTADO FEDERAL,154,1091
MARCOS ANTONIO PEREIRA,DEPUTADO FEDERAL,538,121234
MARCOS ANTONIO PEREIRA DA SILVA,DEPUTADO ESTADUAL,16,1006
MARCOS ANTONIO PREZENÇA,DEPUTADO ESTADUAL,34,394
MARCOS ANTONIO RIBEIRO FARTO,DEPUTADO ESTADUAL,277,10483
MARCOS ANTONIO ZERBINI,DEPUTADO ESTADUAL,341,61161
MARCOS ANTÔNIO REMANZINI,DEPUTADO FEDERAL,49,319
MARCOS AURELIO DE PAULA,DEPUTADO ESTADUAL,128,964
MARCOS AURELIO VILLARDI,DEPUTADO FEDERAL,125,2162
MARCOS AURÉLIO DE LIMA,DEPUTADO FEDERAL,81,309
MARCOS AURÉLIO DOS SANTOS,DEPUTADO ESTADUAL,68,605
MARCOS AURÉLIO MONTEMOR JUNIOR,DEPUTADO ESTADUAL,49,766
MARCOS CESAR CAVICHIOLLI,DEPUTADO ESTADUAL,17,185
MARCOS CESAR DOS SANTOS,DEPUTADO FEDERAL,36,537
MARCOS CORREA,DEPUTADO ESTADUAL,46,323
MARCOS COUTO DOS SANTOS,DEPUTADO ESTADUAL,221,3081
MARCOS DA SILVA COSTA,DEPUTADO ESTADUAL,169,3944
MARCOS DANIEL GOMES DE SOUSA,DEPUTADO ESTADUAL,120,4088
MARCOS DE ARAÚJO HAGA,DEPUTADO ESTADUAL,19,212
MARCOS DE AZEVEDO,DEPUTADO ESTADUAL,37,1087
MARCOS DE AZEVEDO CARNEIRO,DEPUTADO ESTADUAL,9,454
MARCOS DE OLIVEIRA SAMPAIO,DEPUTADO FEDERAL,21,67
MARCOS DE SOUZA GUSMAN,DEPUTADO FEDERAL,84,560
MARCOS EDUARDO COUTINHO,DEPUTADO FEDERAL,53,404
MARCOS EDUARDO RODRIGUES,DEPUTADO ESTADUAL,21,167
MARCOS ELI COPEINSQUI THOMAZINI,DEPUTADO FEDERAL,89,1867
MARCOS FERNANDO PORTELLA FONTES,DEPUTADO ESTADUAL,232,14668
MARCOS FRANCISCO DE MORAES,DEPUTADO ESTADUAL,12,91
MARCOS GALESI,DEPUTADO ESTADUAL,42,338
MARCOS JOSÉ DO VALLE,DEPUTADO ESTADUAL,41,350
MARCOS JULIANO FERREIRA,DEPUTADO FEDERAL,198,14418
MARCOS LEANDRO GOMES VIEIRA,DEPUTADO ESTADUAL,16,144
MARCOS MARIANO DE ABREU,DEPUTADO FEDERAL,14,31
MARCOS MENDES DA SILVA,DEPUTADO ESTADUAL,118,1008
MARCOS MOHAI SZABO,DEPUTADO FEDERAL,115,1105
MARCOS MORAES DOS SANTOS,DEPUTADO ESTADUAL,153,6348
MARCOS MULLER,DEPUTADO ESTADUAL,300,6574
MARCOS OLIVIO CONCEIÇÃO,DEPUTADO FEDERAL,116,741
MARCOS OSNI DE CAMPOS,DEPUTADO FEDERAL,84,443
MARCOS PAULO CABRAL DE LIMA,DEPUTADO ESTADUAL,12,300
MARCOS PAULO DA SILVA,DEPUTADO FEDERAL,52,929
MARCOS PEIXOTO MELLO GONÇALVES,DEPUTADO ESTADUAL,75,845
MARCOS PRUDENTE CAJE,DEPUTADO ESTADUAL,16,435
MARCOS ROBERTO BARBOSA AIRES,DEPUTADO FEDERAL,286,4665
MARCOS ROBERTO COELHO,DEPUTADO ESTADUAL,45,1306
MARCOS ROBERTO DA SILVA,DEPUTADO ESTADUAL,69,687
MARCOS ROBERTO DAMASIO DA SILVA,DEPUTADO ESTADUAL,603,71957
MARCOS ROBERTO OLIVAL DIAS,DEPUTADO ESTADUAL,15,129
MARCOS ROBERTO VICENTE,DEPUTADO FEDERAL,102,1536
MARCOS ROGERIO MANTEIGA,DEPUTADO ESTADUAL,190,2193
MARCOS TADEU DA COSTA PACHECO,DEPUTADO ESTADUAL,68,365
MARCOS TADEU GOMES,DEPUTADO FEDERAL,101,612
MARCOS TADEU VILALTA,DEPUTADO ESTADUAL,341,6650
MARCOS VINICIUS BRASIL DOS SANTOS,DEPUTADO FEDERAL,116,1027
MARCOS VINICIUS LUZ GIANNONI,DEPUTADO FEDERAL,295,4468
MARCUS MACEDO,DEPUTADO ESTADUAL,238,2984
MARCUS VINICIUS DE ARAUJO DANTAS,DEPUTADO FEDERAL,394,17547
MARCUS VINÍCIUS ANDRADE AMBRÓSIO,DEPUTADO ESTADUAL,17,153
MARELICE FONSECA MARQUES,DEPUTADO FEDERAL,31,224
MARGARETE ANTUNES DOS SANTOS,DEPUTADO FEDERAL,107,342
MARGARETE SA DOS REIS,DEPUTADO FEDERAL,179,1465
MARIA ADRIANA MACIEL BARBOSA,DEPUTADO FEDERAL,42,387
MARIA ALICE ARAÚJO LIMBERG,DEPUTADO ESTADUAL,37,186
MARIA ALICE CAMPOS DA SILVA,DEPUTADO FEDERAL,37,312
MARIA ALMEIDA DANTAS,DEPUTADO ESTADUAL,86,595
MARIA ANDRADE DA SILVA,DEPUTADO ESTADUAL,8,38
MARIA ANGELICA MARIANO,DEPUTADO FEDERAL,150,2556
MARIA APARECIDA DA SILVA DOS SANTOS,DEPUTADO ESTADUAL,11,86
MARIA APARECIDA DE SOUSA,DEPUTADO FEDERAL,48,204
MARIA APARECIDA GONÇALVES DE ARAUJO,DEPUTADO FEDERAL,42,296
MARIA APARECIDA MARQUES DE SIMONI,DEPUTADO FEDERAL,129,577
MARIA APARECIDA PINTO,SENADOR,645,520444
MARIA APARECIDA RORATO,DEPUTADO ESTADUAL,197,4478
MARIA BEZERRA DE MENEZES SCORZA,DEPUTADO ESTADUAL,40,1488
MARIA CAROLINA LUIZ RUBINATO,DEPUTADO ESTADUAL,317,11291
MARIA CECILIA BEZERRA DA SILVA,DEPUTADO FEDERAL,117,1299
MARIA CECILIA MARTINI DUARTE,DEPUTADO FEDERAL,180,2665
MARIA CELIA DE MELO,DEPUTADO FEDERAL,95,245
MARIA CLAUDIA DE OLIVEIRA CARVALHO,DEPUTADO FEDERAL,195,2188
MARIA CORDELIZA DOS SANTOS,DEPUTADO ESTADUAL,29,348
MARIA CRISTINA CICAGNO,DEPUTADO ESTADUAL,22,97
MARIA CRISTINA DE PAULA LEITE GOUVÊA,DEPUTADO ESTADUAL,30,157
MARIA DA CONCEIÇÃO DE JESUS MOREIRA,DEPUTADO FEDERAL,109,642
MARIA DA GLÓRIA MATOS GUILHAMATE,DEPUTADO ESTADUAL,12,47
MARIA DA PENHA SOUZA,DEPUTADO ESTADUAL,81,517
MARIA DA VITÓRIA DE OLIVEIRA DANTAS,DEPUTADO FEDERAL,37,208
MARIA DAS GRAÇAS DA SILVA LOPES,DEPUTADO FEDERAL,26,235
MARIA DAS GRAÇAS DOS SANTOS,DEPUTADO ESTADUAL,52,120
MARIA DAS GRAÇAS FERREIRA DE MACEDO,DEPUTADO ESTADUAL,97,336
MARIA DAS NEVES FERREIRA MOURA,DEPUTADO FEDERAL,25,220
MARIA DAS NEVES SILVA DE JESUS,DEPUTADO ESTADUAL,16,245
MARIA DE FATIMA DE CARVALHO,DEPUTADO ESTADUAL,84,1018
MARIA DE FATIMA RODRIGUES ANDRADE PIRES,DEPUTADO ESTADUAL,46,1254
MARIA DE JESUS LOPES MARTINS SILVA,DEPUTADO FEDERAL,250,3584
MARIA DE LOURDES BORGES PIZONI,DEPUTADO ESTADUAL,6,58
MARIA DE LOURDES CAVALCANTI SROUR,DEPUTADO FEDERAL,24,109
MARIA DE LOURDES DE LIMA GUSSONI,DEPUTADO ESTADUAL,32,239
MARIA DE LOURDES SANTANA DA CONCEICAO,DEPUTADO ESTADUAL,38,497
MARIA DE LOURDES SILVA DEPIERI,DEPUTADO ESTADUAL,36,382
MARIA DE LOURDES SOARES,DEPUTADO ESTADUAL,87,1516
MARIA DE LURDES FARIA DE GODOI,DEPUTADO FEDERAL,95,2179
MARIA DERLÂNIA LIMA SANTOS,DEPUTADO ESTADUAL,21,388
MARIA DO CARMO DA CRUZ SANTOS,DEPUTADO ESTADUAL,19,126
MARIA DO CARMO GUILHERME,DEPUTADO ESTADUAL,260,12914
MARIA DO CARMO OLIVEIRA NAFALSKI,DEPUTADO ESTADUAL,75,561
MARIA DO CARMO SILVA,DEPUTADO FEDERAL,28,114
MARIA DO PARTO MENDES ROSAS,DEPUTADO FEDERAL,205,62848
MARIA DO ROCIO ESMANHOTO FANTON,DEPUTADO FEDERAL,98,947
MARIA DONIZETTI SILVEIRA DOS SANTOS,DEPUTADO FEDERAL,14,98
MARIA DOS ANJOS SOARES MIRANDA,DEPUTADO ESTADUAL,117,482
MARIA EDUARDA CÚRIO ALCÂNTARA E SILVA,DEPUTADO FEDERAL,297,11035
MARIA ELIANA NOGUEIRA,DEPUTADO ESTADUAL,22,139
MARIA ELISABETE DE PAIVA,DEPUTADO FEDERAL,114,1816
MARIA EMILIA DANTAS OLIVEIRA,DEPUTADO ESTADUAL,13,81
MARIA ERIVANDA CAVALCANTE ARAÚJO,DEPUTADO ESTADUAL,45,268
MARIA EVANGELISTA GOMES BATISTA,DEPUTADO ESTADUAL,7,249
MARIA FRANCISCA DA SILVA NEVES,DEPUTADO FEDERAL,12,47
MARIA GERALIS SOARES LIMA PASSARELLO,DEPUTADO FEDERAL,8,96
MARIA GILCELIA DE ASSIS,DEPUTADO ESTADUAL,62,510
MARIA GIOVANA LUCHIARI PISONI DUARTE FORTUNATO,DEPUTADO FEDERAL,282,13520
MARIA GORETE DA SILVA AQUINO,DEPUTADO FEDERAL,60,458
MARIA GORETE SANTOS DE TOLEDO,DEPUTADO FEDERAL,81,3896
MARIA GORETTI AGUIAR ALENCAR,DEPUTADO ESTADUAL,50,720
MARIA HELENA DOS SANTOS ZANETI,DEPUTADO FEDERAL,32,81
MARIA HELENA SOUZA DOS SANTOS,DEPUTADO ESTADUAL,6,20
MARIA INÊS GIANINI,DEPUTADO ESTADUAL,7,76
MARIA ISABEL RODRIGUES TEIXEIRA,DEPUTADO FEDERAL,299,10409
MARIA IZABEL AZEVEDO NORONHA,DEPUTADO ESTADUAL,603,77085
MARIA IZABEL BEZERRA DE SÁ,DEPUTADO ESTADUAL,183,2059
MARIA IZABEL PRANDO,DEPUTADO ESTADUAL,12,29
MARIA JOSE DA SILVA,DEPUTADO ESTADUAL,13,464
MARIA JOSE OCAMPOS,DEPUTADO ESTADUAL,75,399
MARIA JOSETANIA DE OLIVEIRA TEIXEIRA,DEPUTADO ESTADUAL,19,405
MARIA JOSÉ DOS SANTOS,DEPUTADO ESTADUAL,10,286
MARIA JOSÉ PEREIRA DO AMARAL HUNGLAUB,DEPUTADO ESTADUAL,200,6023
MARIA LEDA ALVES DA COSTA,DEPUTADO ESTADUAL,27,656
MARIA LUCIA CARDOSO PINTO AMARY,DEPUTADO ESTADUAL,230,62156
MARIA LUCIA DA SILVA,DEPUTADO ESTADUAL,19,363
MARIA LUCIA MELLA NAF,DEPUTADO ESTADUAL,37,950
MARIA LUISA FRANCO DE GODOY,DEPUTADO ESTADUAL,25,216
MARIA LUIZA DE OLIVEIRA PIRES,DEPUTADO FEDERAL,41,171
MARIA MADALENA ALVES MONTEIRO,DEPUTADO FEDERAL,49,734
MARIA NASARÉ DA GUIA AZEVEDO,DEPUTADO FEDERAL,179,2793
MARIA NILVA SEVERINO GONÇALVES,DEPUTADO ESTADUAL,30,583
MARIA REGINA ALMEIDA SANTOS SANCHES,DEPUTADO ESTADUAL,9,127
MARIA REGINA GONÇALVES,DEPUTADO FEDERAL,211,22804
MARIA ROSA PEREIRA OLIVEIRA,DEPUTADO FEDERAL,123,1492
MARIA ROSANE DOS SANTOS,DEPUTADO FEDERAL,54,308
MARIA SOLANGE PEDRO SILVA,DEPUTADO FEDERAL,31,149
MARIA TERESA DA SILVA LATTARI,DEPUTADO ESTADUAL,82,268
MARIA TERESA LANDUCCI ROSSIGALLI,DEPUTADO ESTADUAL,12,25
MARIA TERESINHA DE JESUS PEDROZA,DEPUTADO FEDERAL,136,15027
MARIA THEREZA PEREIRA DE LYRA COLLOR DE MELLO HALBREICH,DEPUTADO FEDERAL,342,7891
MARIA VERENA GAYOTTO CAMPOS,DEPUTADO ESTADUAL,6,42
MARIANA ARANTES MASTROROCO,DEPUTADO ESTADUAL,25,92
MARIANA CERGOLI JANEIRO,DEPUTADO FEDERAL,369,9592
MARIANA CONTI TAKAHASHI,DEPUTADO ESTADUAL,386,31151
MARIANA KOEHLER CARDOSO,DEPUTADO FEDERAL,100,572
MARIANA NUNES DE MOURA SOUZA,DEPUTADO ESTADUAL,345,10917
MARIANA PRADO NEVES DE OLIVEIRA ALVES,DEPUTADO ESTADUAL,238,1769
MARIANA ROSSETO SANTOS,DEPUTADO FEDERAL,296,5636
MARIANE TEIXEIRA,DEPUTADO FEDERAL,40,81
MARIETA ANITA DE OLIVEIRA,DEPUTADO ESTADUAL,10,45
MARILDA DE SANTANA GIRON,DEPUTADO FEDERAL,26,293
MARILDA FELIPE,DEPUTADO FEDERAL,54,2658
MARILENE BARBOSA DA SILVA,DEPUTADO FEDERAL,16,210
MARILIA ELENA DA SILVA RIBEIRO,DEPUTADO FEDERAL,185,1114
MARILU DE PAULA AMARANTE,DEPUTADO FEDERAL,25,101
MARILZA OLIVEIRA DE JESUS ORIGUELA,DEPUTADO FEDERAL,138,624
MARINA CAFASSO MOREIRA FARIA,DEPUTADO ESTADUAL,18,161
MARINA CORREIA DA SILVA,DEPUTADO FEDERAL,142,834
MARINA JAYME DE MELO CARDINALI,DEPUTADO ESTADUAL,152,6049
MARINA LUIZA RODRIGUES MOLINA LOPES,DEPUTADO ESTADUAL,440,15450
MARINA MEDEIROS HELOU,DEPUTADO ESTADUAL,401,35252
MARINALVA CONCEIÇÃO SANTOS,DEPUTADO ESTADUAL,32,659
MARINALVA GONÇALVES DE BRITO,DEPUTADO FEDERAL,231,4579
MARINISIA TUROLI FERNANDES DA SILVA,DEPUTADO ESTADUAL,127,541
MARIO ANTONIO PIRES MORO,DEPUTADO ESTADUAL,366,6961
MARIO CESAR RODRIGUES,DEPUTADO FEDERAL,322,3132
MARIO CESAR TRUNCI DE MARCO,DEPUTADO ESTADUAL,155,2366
MARIO CÉSAR BARBOSA CONCEIÇÃO,DEPUTADO ESTADUAL,38,324
MARIO FERREIRA,DEPUTADO FEDERAL,118,3951
MARIO HIDEO MIZUNO,DEPUTADO FEDERAL,84,1368
MARIO LUCIO DA SILVA,DEPUTADO FEDERAL,175,14732
MARIO LUIZ TARRICONE,DEPUTADO ESTADUAL,81,839
MARIO MAURICI DE LIMA MORAIS,DEPUTADO ESTADUAL,225,65827
MARIO SERGIO TASSINARI,DEPUTADO FEDERAL,336,4238
MARIO XANDÓ DE OLIVEIRA NETO,DEPUTADO FEDERAL,208,1917
MARIO YUKIYASU TERUYA,DEPUTADO FEDERAL,173,2002
MARISA APARECIDA DE SÁ LIMA,DEPUTADO ESTADUAL,60,4881
MARISA DOS SANTOS MENDES,DEPUTADO ESTADUAL,56,566
MARISA NUNES DOS SANTOS,DEPUTADO FEDERAL,53,233
MARISE AUGUSTO FERNANDES AUDI,DEPUTADO FEDERAL,262,8061
MARISTELA MIRANDA DE LIMA,DEPUTADO FEDERAL,36,268
MARIZETE PEREIRA DE JESUS,DEPUTADO FEDERAL,21,229
MARJORYE RUDEK VALLINOTO COSTA,DEPUTADO FEDERAL,32,286
MARLEIDE SOARES DA SILVA,DEPUTADO ESTADUAL,41,648
MARLENE OLIVEIRA DE CAMPOS MACHADO,DEPUTADO FEDERAL,589,41653
MARLI APARECIDA PROSPERO,DEPUTADO FEDERAL,48,215
MARLI CONCEIÇÃO DA SILVA,DEPUTADO ESTADUAL,38,239
MARLI JOSÉ DA SILVA BARBOSA,DEPUTADO FEDERAL,171,1703
MARLI REGES FERREIRA,DEPUTADO FEDERAL,81,1222
MARLI SILVA PEREIRA,DEPUTADO ESTADUAL,178,6037
MARLON FARIAS DA LUZ,DEPUTADO FEDERAL,256,23051
MARLUSIA ALVES DOS SANTOS SILVA,DEPUTADO FEDERAL,9,56
MARTA CORREA DOS SANTOS,DEPUTADO ESTADUAL,28,125
MARTA CRISTINA LEÃO FERREIRA DA CUNHA,DEPUTADO ESTADUAL,85,6540
MARTA DE PAULA TEIXEIRA DI PIPI,DEPUTADO ESTADUAL,106,1012
MARTA ELISABETH NIXDORF,DEPUTADO FEDERAL,20,313
MARTA HELENA FERREIRA BARBOSA,DEPUTADO ESTADUAL,61,668
MARTA LÍVIA BARRAGANA FERNANDES SUPLICY,DEPUTADO FEDERAL,148,1348
MARTA MAITÊ SEVILLANO,DEPUTADO ESTADUAL,172,1993
MARTA MARIA FREIRE DA COSTA,DEPUTADO ESTADUAL,608,102632
MARTINHO CARLOS COLPANI FILHO,DEPUTADO FEDERAL,148,13901
MARTINS DA SILVA MENEZES,DEPUTADO FEDERAL,25,408
MARÇAL BORGES DA SILVA,DEPUTADO FEDERAL,51,1045
MATHEUS COIMBRA MARTINS DE AGUIAR,DEPUTADO ESTADUAL,414,21242
MATHEUS DE OLIVEIRA PINTO,DEPUTADO FEDERAL,599,35078
MAURA RITA DE OLIVEIRA,DEPUTADO FEDERAL,30,1064
MAURICI ARAGÃO TAVARES,DEPUTADO FEDERAL,37,976
MAURICIO ANTONIO FOGAÇA,DEPUTADO ESTADUAL,26,262
MAURICIO APARECIDO GONÇALVES,DEPUTADO FEDERAL,98,2597
MAURICIO CARLOS EGYDIO,DEPUTADO ESTADUAL,180,4980
MAURICIO CRUZ BICHARA FILHO,DEPUTADO FEDERAL,75,385
MAURICIO DE CAMPOS MENDES PEREIRA,DEPUTADO FEDERAL,43,282
MAURICIO DE MELO VIEIRA,DEPUTADO ESTADUAL,106,846
MAURICIO DOMINGOS DE SOUSA,DEPUTADO FEDERAL,44,522
MAURICIO DOMINGUES DA SILVA,DEPUTADO FEDERAL,177,4245
MAURICIO GOMES DA SILVA,DEPUTADO FEDERAL,42,472
MAURICIO ONOFRE GONÇALVES CORREA,DEPUTADO FEDERAL,46,216
MAURICIO ORESTES PARISI,DEPUTADO FEDERAL,144,1100
MAURICIO PINHEIRO,DEPUTADO FEDERAL,40,259
MAURICIO SIQUEIRA,DEPUTADO ESTADUAL,17,260
MAURICIO SOUZA DOS SANTOS,DEPUTADO FEDERAL,25,108
MAURICIO TEIXEIRA ALVES,DEPUTADO ESTADUAL,48,2216
MAURO ALVES DOS SANTOS JUNIOR,DEPUTADO ESTADUAL,498,35863
MAURO BRAGATO,DEPUTADO ESTADUAL,315,57239
MAURO SÉRGIO DE SOUZA,DEPUTADO ESTADUAL,245,2726
MAURREN HIGA MAGGI,SENADOR,645,2615394
MAURÍCIO CELESTINO,DEPUTADO FEDERAL,153,2642
MAURÍCIO JOSÉ LEMOS FREIRE,DEPUTADO FEDERAL,365,7816
MAURÍCIO MENNA BARRETO GASPARINI,DEPUTADO ESTADUAL,469,35001
MAYCON HYPPOLITO NOGUEIRA,DEPUTADO ESTADUAL,34,198
MAYKON RODRIGUES DOS SANTOS,DEPUTADO ESTADUAL,171,4141
MAYRA ROSANNA GAMA DE ARAUJO SILVA DA COSTA,DEPUTADO ESTADUAL,144,19705
MEGIONE BASSETTO DE CASTRO,DEPUTADO ESTADUAL,37,689
MEIRE LOPES,DEPUTADO ESTADUAL,130,1130
MERCEDES LIMA,DEPUTADO FEDERAL,193,1492
MESSIAS JOSÉ DE MORAES,DEPUTADO ESTADUAL,20,621
MICHAEL REGINALDO OLIVEIRA DO NASCIMENTO,DEPUTADO ESTADUAL,26,825
MICHEL DE ANDRADE BRAZ,DEPUTADO ESTADUAL,44,953
MICHEL DE LIMA CHAUSSE,DEPUTADO FEDERAL,82,1605
MICHEL HENRIQUE MOREIRA BARBOSA,DEPUTADO ESTADUAL,23,397
MICHEL RAMIRO CARNEIRO,DEPUTADO ESTADUAL,62,4921
MICHELE DE JESUS POINA,DEPUTADO ESTADUAL,22,135
MICHELI SOUZA DA SILVA,DEPUTADO ESTADUAL,73,1112
MICHELLE APARECIDA LAFAIETE CORRÊA DOS SANTOS,DEPUTADO ESTADUAL,4,28
MICHELLE GONZAGA DO AMARAL SOUZA,DEPUTADO FEDERAL,38,611
MICHELLI VENEZIANI DA SILVA,DEPUTADO ESTADUAL,262,34901
MIGUEL ARCANJO DE SOUSA,DEPUTADO ESTADUAL,199,2739
MIGUEL CARMINE GIANETTI NETTO,DEPUTADO ESTADUAL,122,4431
MIGUEL FRANCISCO DE LIMA,DEPUTADO ESTADUAL,69,2605
MIGUEL ISAAC FILHO,DEPUTADO FEDERAL,140,981
MIGUEL LOMBARDI,DEPUTADO FEDERAL,444,81353
MIGUEL MOUBADDA HADDAD,DEPUTADO FEDERAL,309,76379
MILAINE CRISTINA LEITE RUVIÉRE CALAZANS,DEPUTADO FEDERAL,157,5638
MILTON ANGELO RODRIGUES FILHO,DEPUTADO ESTADUAL,8,110
MILTON ANTONIO CASQUEL MONTI,DEPUTADO FEDERAL,471,49342
MILTON CARLOS DE MELLO,DEPUTADO FEDERAL,285,34724
MILTON FERREIRA MENDES,DEPUTADO FEDERAL,20,650
MILTON LEITE DA SILVA FILHO,DEPUTADO ESTADUAL,360,93423
MILTON LUIZ GEBIN CARDOSO,DEPUTADO ESTADUAL,170,2447
MILTON NERY NETO,DEPUTADO FEDERAL,100,12221
MILTON VIEIRA PINTO,DEPUTADO FEDERAL,411,68343
MIRIAM APARECIDA DA SILVA,DEPUTADO ESTADUAL,16,202
MIRIAM LUSSEZANO DE CARVALHO LOPES,DEPUTADO FEDERAL,25,302
MIRIAM MARIA ANTUNES DE SOUZA,DEPUTADO ESTADUAL,166,3718
MIRLEI ANTONIO CASALE,DEPUTADO ESTADUAL,121,884
MIRTES DE CASTRO,DEPUTADO ESTADUAL,91,548
MITEL MAZARD,DEPUTADO FEDERAL,237,1628
MOACIR CAVALCANTI DOS SANTOS,DEPUTADO ESTADUAL,23,694
MOACIR LUIS SILVA DE OLIVEIRA,DEPUTADO FEDERAL,103,1605
MOACIR RODRIGUES FERNANDES,DEPUTADO FEDERAL,225,964
MOACYR PAGEU DOS SANTOS,DEPUTADO FEDERAL,19,545
MOACYR SANTANA GUIMARAES,DEPUTADO ESTADUAL,68,1230
MOESIO ALVES CORREIA,DEPUTADO ESTADUAL,77,461
MOHAMAD KASSEM EL TURK,DEPUTADO ESTADUAL,56,843
MOHAMAD SAMI EL KADRI,DEPUTADO ESTADUAL,130,3036
MOIRA LÁZARO DA SILVA,SENADOR,620,112917
MOISES BENEDITO ROSSI DA CUNHA,DEPUTADO ESTADUAL,199,5385
MOISES FERREIRA DA SILVA,DEPUTADO ESTADUAL,19,249
MOISES SILVA SOUZA,DEPUTADO FEDERAL,67,581
MOISÉS COSTA DE SOUSA,DEPUTADO ESTADUAL,37,768
MONICA BERBEL ROCHA,DEPUTADO ESTADUAL,55,2645
MONICA CATTANI,DEPUTADO FEDERAL,127,1594
MONICA CRISTINA SEIXAS BONFIM,DEPUTADO ESTADUAL,540,131389
MONICA GABRIEL,DEPUTADO FEDERAL,121,3261
MONICA NADAL PIMENTA,DEPUTADO FEDERAL,60,439
MONICA PILLAT BELMUDES,DEPUTADO ESTADUAL,67,1136
MONICA RAMIRES FERRAZ CURY,DEPUTADO ESTADUAL,267,6998
MONICA ROSENBERG BRAIZAT,DEPUTADO FEDERAL,377,31448
MONICA VIANA MIRANDA CAMPOS FERNANDES,DEPUTADO ESTADUAL,51,262
MORENO FELIX CORDEIRO,DEPUTADO ESTADUAL,72,977
MORGANA APARECIDA VENERANDO MICHELETT CARDOSO,DEPUTADO FEDERAL,51,213
MOYSES GABRIEL ,DEPUTADO ESTADUAL,57,176
MURILLO ANDREU RUBIO,DEPUTADO FEDERAL,86,2351
MURILO BERBERT AVIGO FELIX,DEPUTADO ESTADUAL,589,33139
MURILO VASQUES CARMINATI AMATI,DEPUTADO FEDERAL,106,1075
MÁRCIO DA SILVA ANDRADE,DEPUTADO FEDERAL,28,414
MÁRCIO JOSÉ DE OLIVEIRA,DEPUTADO ESTADUAL,234,8390
MÁRCIO PIMENTEL BENVENUTO,DEPUTADO ESTADUAL,24,348
